PyroManiac,2,0,0,151.4658966064453,335.982666015625,63.47688293457031,2.7301025390625,154.4842529296875,0,151.4658966064453,335.982666015625,63.47688293457031,2.7301025390625,154.4842529296875,0,0,0,0
PyroManiac,2,-1,1,-2022.03955078125,1433.7724609375,33.32060241699219,11.00830078125,44.1705322265625,0,-1948.1279296875,1500.2972412109375,35.86186218261719,0,84.627685546875,0,0,0,0
PyroManiac,2,0,1,-523.177490234375,1408.2611083984375,-110.96875,18.929443359375,358.670654296875,0,-822.364990234375,-795.6420288085938,214.70899963378906,0,0,0,0,1,0
PyroManiac,2,1,1,379.9016418457031,2369.548095703125,95.44389343261719,6.097412109375,83.2269287109375,0,400,2537.5,95.51100158691406,0,0,0,0,0,0
PyroManiac,2,3,1,1347.31884765625,2480.335205078125,52.26919937133789,5.2569580078125,269.3408203125,0,1341.64892578125,1636.70166015625,-5.879859924316406,4.998779296875,57.3321533203125,0,0,0,0
PyroManiac,2,3,1,1358.7713623046875,2349.732177734375,18.51291275024414,1.8896484375,274.317626953125,0,-822.364990234375,-795.6420288085938,214.70899963378906,0,0,0,0,0,0
PyroManiac,2,5,1,-178.9423370361328,398.1780090332031,-1.6780778169631958,5.6085205078125,168.365478515625,0,-387.5,437.5,-4.382113456726074,0,0,0,0,0,0
PyroManiac,2,5,1,-438.99139404296875,2117.443115234375,-127.64122009277344,356.63818359375,7.305908203125,0,-822.364990234375,-795.6420288085938,214.70899963378906,0,0,0,0,0,0
PyroManiac,2,7,1,-1391.834228515625,2299.072021484375,0.12007521837949753,359.0936279296875,147.5408935546875,0,-2000,2687.5,30.48611831665039,0,0,0,0,0,0
PyroManiac,2,7,1,-1161.79833984375,2070.03125,41.03125,17.5946044921875,64.105224609375,0,-2000,2687.5,30.48611831665039,0,0,0,0,0,0
PyroManiac,2,8,1,-1783.4237060546875,2210.90087890625,-0.5229148864746094,9.1131591796875,227.92236328125,0,-2000,2687.5,30.48611831665039,0,0,0,0,0,0
PyroManiac,2,9,1,1458.5537109375,1174.388427734375,-10.042516708374023,4.833984375,262.2601318359375,0,-822.364990234375,-795.6420288085938,214.70899963378906,0,0,0,0,0,0
PyroManiac,2,11,1,-781.7634887695312,-774.5713500976562,118.56935119628906,8.2012939453125,327.1343994140625,0,-822.364990234375,-795.6420288085938,214.70899963378906,0,0,0,0,0,0
PyroManiac,2,11,1,-1376.4683837890625,297.4289855957031,9.03125,4.625244140625,219.7705078125,0,-822.364990234375,-795.6420288085938,214.70899963378906,0,0,0,0,0,0
PyroManiac,2,12,1,-1711.5419921875,2143.1328125,-4.607301235198975,4.06494140625,31.146240234375,0,-822.364990234375,-795.6420288085938,214.70899963378906,0,0,0,0,0,0
PyroManiac,2,13,1,-397.82086181640625,919.6926879882812,-34.636146545410156,357.7587890625,252.5152587890625,0,-822.364990234375,-795.6420288085938,214.70899963378906,0,0,0,0,0,0
PyroManiac,2,14,1,549.9053344726562,-315.13812255859375,3.03125,14.930419921875,132.1160888671875,0,-822.364990234375,-795.6420288085938,214.70899963378906,0,0,0,0,0,0
PyroManiac,2,15,1,362.8677978515625,-257.13775634765625,-0.6866607666015625,6.30615234375,253.212890625,0,-822.364990234375,-795.6420288085938,214.70899963378906,0,0,0,0,0,0
PyroManiac,2,16,1,-674.4857177734375,2309.23828125,-115.482177734375,14.6502685546875,275.25146484375,0,-662.5,2225,-121.16825103759766,0,0,0,0,0,0
PyroManiac,2,18,1,800.104736328125,2379.96875,-29.540830612182617,359.439697265625,304.420166015625,0,-822.364990234375,-795.6420288085938,214.70899963378906,0,0,0,0,1,0
PyroManiac,2,18,1,1377.594482421875,986.1155395507812,-8.360244750976562,7.36083984375,287.852783203125,0,-822.364990234375,-795.6420288085938,214.70899963378906,0,0,0,0,0,0
PyroManiac,2,19,1,-315.63330078125,361.7030334472656,-0.8694267272949219,10.2337646484375,131.8359375,0,-822.364990234375,-795.6420288085938,214.70899963378906,0,0,0,0,0,0
PyroManiac,2,21,1,-1664.0220947265625,2076.10400390625,-6.576807975769043,4.273681640625,48.18603515625,0,-1487.5,2275,-0.29467225074768066,0,0,0,0,0,0
PyroManiac,2,22,1,-1687.8458251953125,105.2714614868164,2.3531947135925293,2.8729248046875,157.2198486328125,0,-1987.5,225,9.03125,0,0,0,0,0,0
PyroManiac,2,22,1,382.228515625,385.1790771484375,2.1798458099365234,7.71240234375,197.4517822265625,0,262.5,350,-0.13285090029239655,0,0,0,0,0,0
PyroManiac,2,23,1,1542.5677490234375,2241.406005859375,-6.7006683349609375,3.7847900390625,268.1103515625,0,-822.364990234375,-795.6420288085938,214.70899963378906,0,0,0,0,0,0
PyroManiac,2,24,1,-460.162353515625,2161.3134765625,-125.86103820800781,6.5203857421875,327.15087890625,0,-822.364990234375,-795.6420288085938,214.70899963378906,0,0,0,0,0,0
PyroManiac,2,26,1,43.97098922729492,2092.3408203125,-125.29918670654297,2.801513671875,63.0615234375,0,-822.364990234375,-795.6420288085938,214.70899963378906,0,0,0,0,0,0
