name,team,kills,deaths,attacker_x,attacker_y,attacker_z,attacker_pitch,attacker_yaw,attacker_ducked,victim_x,victim_y,victim_z,victim_pitch,victim_yaw,victim_ducked,wallbang,isHeadshot,isHacker
n00bie,2,0,0,370.7931213378906,402.1302490234375,-0.4687502384185791,10.118408203125,156.8133544921875,0,256,448,-0.46875,0.230712890625,339.4720458984375,0,0,0,0
n00bie,2,1,0,370.7931213378906,402.1302490234375,-0.4687502384185791,6.6357421875,169.21142578125,0,128,448,-0.46875,0.3076171875,350.057373046875,0,0,0,0
n00bie,2,2,0,370.7931213378906,402.1302490234375,-0.4687502384185791,5.0152587890625,172.7325439453125,0,0,448,-0.46875,0.2471923828125,353.3642578125,0,0,0,0
n00bie,2,4,0,370.7931213378906,402.1302490234375,-0.4687502384185791,11.9256591796875,156.5057373046875,0,256,448,-0.46875,0.3021240234375,339.9664306640625,0,0,0,0
n00bie,2,4,0,370.7931213378906,402.1302490234375,-0.4687502384185791,7.0587158203125,143.1134033203125,0,128,576,-0.4687480926513672,0.2911376953125,327.2772216796875,0,0,0,0
n00bie,2,6,0,370.7931213378906,402.1302490234375,-0.4687502384185791,3.6474609375,134.2584228515625,0,0,768,-0.4687519073486328,0.2197265625,318.2794189453125,0,0,0,0
n00bie,2,6,0,370.7931213378906,402.1302490234375,-0.4687502384185791,6.932373046875,106.951904296875,0,256,768,-0.46875,0.2197265625,293.2470703125,0,0,1,0
n00bie,2,7,0,370.7931213378906,402.1302490234375,-0.4687502384185791,10.4534912109375,84.5672607421875,0,384,576,-0.46875,0.1483154296875,271.6644287109375,0,0,0,0
n00bie,2,8,0,370.7931213378906,402.1302490234375,-0.4687502384185791,8.4759521484375,67.4066162109375,0,512,768,-0.4687519073486328,0.142822265625,257.6678466796875,0,0,0,0
n00bie,2,9,0,370.7931213378906,402.1302490234375,-0.4687502384185791,7.8936767578125,158.2525634765625,0,256,768,-0.46875,0.087890625,339.93896484375,0,0,0,0
n00bie,2,10,0,370.7931213378906,402.1302490234375,-0.4687502384185791,5.0262451171875,167.596435546875,0,0,448,-0.46875,0.0164794921875,349.9200439453125,0,0,0,0
n00bie,2,11,0,370.7931213378906,402.1302490234375,-0.4687502384185791,5.548095703125,172.825927734375,0,0,768,-0.4687519073486328,359.989013671875,353.309326171875,0,0,0,0
